id,id_str,screen_name,location,description,url,followers_count,friends_count,listedcount,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
7.61E+17,7.61E+17,lists_of_lists,,There's a lot of lists on wikipedia! I list them. Basically I am a list lister #botALLY by @muffinista,https://t.co/F9U7lQOBWG,101,1,19,Thu Aug 04 20:27:29 +0000 2016,0,FALSE,1281,en,"{u'contributors': None, u'truncated': False, u'text': u'List of Fellows of the American Academy in Rome 1896-1970\nhttps://t.co/lauUKR4JId', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 840956064958935040, u'favorite_count': 0, u'source': u'<a href=""http://muffinlabs.com/"" rel=""nofollow"">lists of lists</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/lauUKR4JId', u'indices': [58, 81], u'expanded_url': u'https://en.wikipedia.org/wiki/List_of_Fellows_of_the_American_Academy_in_Rome_1896%E2%80%931970', u'display_url': u'en.wikipedia.org/wiki/List_of_F\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'840956064958935040', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Sun Mar 12 16:02:04 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",TRUE,FALSE,FALSE,lists of lists,1
3274643844,3274643844,hollowking360,,Anything Is Possible!,https://t.co/r021ZB8nP3,133,271,0,7/10/2015 16:19,39,FALSE,18,en,"Status(contributors=None, truncated=False, text=u'You can buy Twitter Followers on FollowerSale by filtering interests https://t.co/125JAxTEGr https://t.co/3iMR6Hru0X', is_quote_status=False, in_reply_to_status_id=None, id=841427055602499584, favorite_count=0, _api=<tweepy.api.API object at 0x10c924390>, source=u'App V.1.0.9.', _json={u'contributors': None, u'truncated': False, u'text': u'You can buy Twitter Followers on FollowerSale by filtering interests https://t.co/125JAxTEGr https://t.co/3iMR6Hru0X', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841427055602499584, u'favorite_count': 0, u'source': u'<a href=""http://www.49cp.com"" rel=""nofollow"">App V.1.0.9.</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/125JAxTEGr', u'indices': [69, 92], u'expanded_url': u'http://bit.ly/2mDhJ1d', u'display_url': u'bit.ly/2mDhJ1d'}], u'media': [{u'source_user_id': 4184037227, u'source_status_id_str': u'732899079412428801', u'expanded_url': u'http://twitter.com/McdavidTinisha/status/732899079412428801/photo/1', u'display_url': u'pic.twitter.com/3iMR6Hru0X', u'url': u'https://t.co/3iMR6Hru0X', u'media_url_https': u'https://pbs.twimg.com/media/CivH1C_XAAALuDR.jpg', u'source_user_id_str': u'4184037227', u'source_status_id': 732899079412428801, u'id_str': u'732899078527451136', u'sizes': {u'large': {u'h': 600, u'resize': u'fit', u'w': 800}, u'small': {u'h': 255, u'resize': u'fit', u'w': 340}, u'medium': {u'h': 450, u'resize': u'fit', u'w': 600}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [93, 116], u'type': u'photo', u'id': 732899078527451136, u'media_url': u'http://pbs.twimg.com/media/CivH1C_XAAALuDR.jpg'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'841427055602499584', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Mon Mar 13 23:13:37 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None, u'extended_entities': {u'media': [{u'source_user_id': 4184037227, u'source_status_id_str': u'732899079412428801', u'expanded_url': u'http://twitter.com/McdavidTinisha/status/732899079412428801/photo/1', u'display_url': u'pic.twitter.com/3iMR6Hru0X', u'url': u'https://t.co/3iMR6Hru0X', u'media_url_https': u'https://pbs.twimg.com/media/CivH1C_XAAALuDR.jpg', u'source_user_id_str': u'4184037227', u'source_status_id': 732899079412428801, u'id_str': u'732899078527451136', u'sizes': {u'large': {u'h': 600, u'resize': u'fit', u'w': 800}, u'small': {u'h': 255, u'resize': u'fit', u'w': 340}, u'medium': {u'h': 450, u'resize': u'fit', u'w': 600}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [93, 116], u'type': u'photo', u'id': 732899078527451136, u'media_url': u'http://pbs.twimg.com/media/CivH1C_XAAALuDR.jpg'}]}}, coordinates=None, entities={u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/125JAxTEGr', u'indices': [69, 92], u'expanded_url': u'http://bit.ly/2mDhJ1d', u'display_url': u'bit.ly/2mDhJ1d'}], u'media': [{u'source_user_id': 4184037227, u'source_status_id_str': u'732899079412428801', u'expanded_url': u'http://twitter.com/McdavidTinisha/status/732899079412428801/photo/1', u'display_url': u'pic.twitter.com/3iMR6Hru0X', u'url': u'https://t.co/3iMR6Hru0X', u'media_url_https': u'https://pbs.twimg.com/media/CivH1C_XAAALuDR.jpg', u'source_user_id_str': u'4184037227', u'source_status_id': 732899079412428801, u'id_str': u'732899078527451136', u'sizes': {u'large': {u'h': 600, u'resize': u'fit', u'w': 800}, u'small': {u'h': 255, u'resize': u'fit', u'w': 340}, u'medium': {u'h': 450, u'resize': u'fit', u'w': 600}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [93, 116], u'type': u'photo', u'id': 732899078527451136, u'media_url': u'http://pbs.twimg.com/media/CivH1C_XAAALuDR.jpg'}]}, in_reply_to_screen_name=None, id_str=u'841427055602499584', retweet_count=0, in_reply_to_user_id=None, favorited=False, source_url=u'http://www.49cp.com', geo=None, in_reply_to_user_id_str=None, possibly_sensitive=False, lang=u'en', created_at=datetime.datetime(2017, 3, 13, 23, 13, 37), in_reply_to_status_id_str=None, place=None, extended_entities={u'media': [{u'source_user_id': 4184037227, u'source_status_id_str': u'732899079412428801', u'expanded_url': u'http://twitter.com/McdavidTinisha/status/732899079412428801/photo/1', u'display_url': u'pic.twitter.com/3iMR6Hru0X', u'url': u'https://t.co/3iMR6Hru0X', u'media_url_https': u'https://pbs.twimg.com/media/CivH1C_XAAALuDR.jpg', u'source_user_id_str': u'4184037227', u'source_status_id': 732899079412428801, u'id_str': u'732899078527451136', u'sizes': {u'large': {u'h': 600, u'resize': u'fit', u'w': 800}, u'small': {u'h': 255, u'resize': u'fit', u'w': 340}, u'medium': {u'h': 450, u'resize': u'fit', u'w': 600}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [93, 116], u'type': u'photo', u'id': 732899078527451136, u'media_url': u'http://pbs.twimg.com/media/CivH1C_XAAALuDR.jpg'}]}, retweeted=False)",FALSE,FALSE,FALSE,Str8tup_hollow,1
7.62E+17,7.62E+17,RosesAreRedBot,"Portland, OR","roses are red / violets are blue / computers can tell this kind of joke too // a bot by @tinysubversions, posts 4x/day",,280,0,24,Sat Aug 06 21:03:13 +0000 2016,0,FALSE,717,en,"{u'contributors': None, u'truncated': False, u'text': u'roses are red\npoisonous bane\nCrime and the Adolescent Brain\nhttps://t.co/V7erA5fgDJ', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 840958585177796608, u'favorite_count': 0, u'source': u'<a href=""http://tinysubversions.com"" rel=""nofollow"">Roses are red</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/V7erA5fgDJ', u'indices': [60, 83], u'expanded_url': u'https://www.nytimes.com/2017/03/11/opinion/sunday/crime-and-the-adolescent-brain.html?ref=opinion', u'display_url': u'nytimes.com/2017/03/11/opi\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'840958585177796608', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Sun Mar 12 16:12:05 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",TRUE,FALSE,FALSE,Roses Are Red,1
2781103332,2781103332,1995Internet,The Internet,"Every website from the Internet International Directory, published 1995 (many dead links)",http://t.co/iQ4DLkQtuN,299,1,21,Sat Aug 30 21:20:21 +0000 2014,0,FALSE,3855,en,"{u'contributors': None, u'truncated': False, u'text': u'https://t.co/vxzareSNvY (Digital Media: News and Current Events | Ireland)', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 717502322545401856, u'favorite_count': 1, u'source': u'<a href=""http://www.jeffreythompson.org"" rel=""nofollow"">Posting Bot</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/vxzareSNvY', u'indices': [0, 23], u'expanded_url': u'http://www.ireland.net/marketplace/irish-times/', u'display_url': u'ireland.net/marketplace/ir\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'717502322545401856', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Wed Apr 06 00:00:58 +0000 2016', u'in_reply_to_status_id_str': None, u'place': None}",FALSE,FALSE,FALSE,InternetDir95,1
2544482664,2544482664,everypunk,,,https://t.co/COjzKt6y4o,3738,7,86,Tue Jun 03 22:33:45 +0000 2014,24,FALSE,59713,en,"{u'contributors': None, u'truncated': False, u'text': u'gonyspunk', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841015951973744640, u'favorite_count': 0, u'source': u'<a href=""https://github.com/Objelisks/everypunk"" rel=""nofollow"">everypunk</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'841015951973744640', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'hu', u'created_at': u'Sun Mar 12 20:00:02 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",TRUE,FALSE,FALSE,everypunk,1
7.94E+17,7.94E+17,sleeps_xmas,,How many sleeps until christmas? #NaBoMaMo,https://t.co/uVT7m9zb66,4,0,5,11/1/2016 23:27,0,FALSE,127,en,"Status(contributors=None, truncated=False, text=u'https://t.co/AhkQESBc3f', is_quote_status=False, in_reply_to_status_id=None, id=841268568163532801, favorite_count=0, _api=<tweepy.api.API object at 0x104120390>, source=u'Cheap Bots, Done Quick!', _json={u'contributors': None, u'truncated': False, u'text': u'https://t.co/AhkQESBc3f', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841268568163532801, u'favorite_count': 0, u'source': u'<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/sleeps_xmas/status/841268568163532801/photo/1', u'display_url': u'pic.twitter.com/AhkQESBc3f', u'url': u'https://t.co/AhkQESBc3f', u'media_url_https': u'https://pbs.twimg.com/media/C6zJTZNWwAA_YCE.jpg', u'id_str': u'841268565433040896', u'sizes': {u'small': {u'h': 340, u'resize': u'fit', u'w': 680}, u'large': {u'h': 512, u'resize': u'fit', u'w': 1024}, u'medium': {u'h': 512, u'resize': u'fit', u'w': 1024}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [0, 23], u'type': u'photo', u'id': 841268565433040896, u'media_url': u'http://pbs.twimg.com/media/C6zJTZNWwAA_YCE.jpg'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'841268568163532801', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'und', u'created_at': u'Mon Mar 13 12:43:51 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None, u'extended_entities': {u'media': [{u'expanded_url': u'https://twitter.com/sleeps_xmas/status/841268568163532801/photo/1', u'display_url': u'pic.twitter.com/AhkQESBc3f', u'url': u'https://t.co/AhkQESBc3f', u'media_url_https': u'https://pbs.twimg.com/media/C6zJTZNWwAA_YCE.jpg', u'id_str': u'841268565433040896', u'sizes': {u'small': {u'h': 340, u'resize': u'fit', u'w': 680}, u'large': {u'h': 512, u'resize': u'fit', u'w': 1024}, u'medium': {u'h': 512, u'resize': u'fit', u'w': 1024}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [0, 23], u'type': u'photo', u'id': 841268565433040896, u'media_url': u'http://pbs.twimg.com/media/C6zJTZNWwAA_YCE.jpg'}]}}, coordinates=None, entities={u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/sleeps_xmas/status/841268568163532801/photo/1', u'display_url': u'pic.twitter.com/AhkQESBc3f', u'url': u'https://t.co/AhkQESBc3f', u'media_url_https': u'https://pbs.twimg.com/media/C6zJTZNWwAA_YCE.jpg', u'id_str': u'841268565433040896', u'sizes': {u'small': {u'h': 340, u'resize': u'fit', u'w': 680}, u'large': {u'h': 512, u'resize': u'fit', u'w': 1024}, u'medium': {u'h': 512, u'resize': u'fit', u'w': 1024}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [0, 23], u'type': u'photo', u'id': 841268565433040896, u'media_url': u'http://pbs.twimg.com/media/C6zJTZNWwAA_YCE.jpg'}]}, in_reply_to_screen_name=None, id_str=u'841268568163532801', retweet_count=0, in_reply_to_user_id=None, favorited=False, source_url=u'http://cheapbotsdonequick.com', geo=None, in_reply_to_user_id_str=None, possibly_sensitive=False, lang=u'und', created_at=datetime.datetime(2017, 3, 13, 12, 43, 51), in_reply_to_status_id_str=None, place=None, extended_entities={u'media': [{u'expanded_url': u'https://twitter.com/sleeps_xmas/status/841268568163532801/photo/1', u'display_url': u'pic.twitter.com/AhkQESBc3f', u'url': u'https://t.co/AhkQESBc3f', u'media_url_https': u'https://pbs.twimg.com/media/C6zJTZNWwAA_YCE.jpg', u'id_str': u'841268565433040896', u'sizes': {u'small': {u'h': 340, u'resize': u'fit', u'w': 680}, u'large': {u'h': 512, u'resize': u'fit', u'w': 1024}, u'medium': {u'h': 512, u'resize': u'fit', u'w': 1024}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [0, 23], u'type': u'photo', u'id': 841268565433040896, u'media_url': u'http://pbs.twimg.com/media/C6zJTZNWwAA_YCE.jpg'}]}, retweeted=False)",TRUE,FALSE,TRUE,sleeps until xmas,1
1292828988,1292828988,angelikaparnell,,,,1,41,0,23/03/2013 23:27,154,FALSE,1,en,"Status(_api=<tweepy.api.API object at 0x101927e48>, _json={'created_at': 'Sat Nov 19 19:17:47 +0000 2016', 'id': 800055489585254400, 'id_str': '800055489585254400', 'text': 'https://t.co/R1nWyEjSrH', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/R1nWyEjSrH', 'expanded_url': 'http://ctv.news/4gaXAed', 'display_url': 'ctv.news/4gaXAed', 'indices': [0, 23]}]}, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'und'}, created_at=datetime.datetime(2016, 11, 19, 19, 17, 47), id=800055489585254400, id_str='800055489585254400', text='https://t.co/R1nWyEjSrH', truncated=False, entities={'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/R1nWyEjSrH', 'expanded_url': 'http://ctv.news/4gaXAed', 'display_url': 'ctv.news/4gaXAed', 'indices': [0, 23]}]}, source='Twitter for iPad', source_url='http://twitter.com/#!/download/ipad', in_reply_to_status_id=None, in_reply_to_status_id_str=None, in_reply_to_user_id=None, in_reply_to_user_id_str=None, in_reply_to_screen_name=None, geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=1, favorite_count=1, favorited=False, retweeted=False, possibly_sensitive=False, lang='und')",TRUE,TRUE,FALSE,Angelika Thiele,1
2869994812,2869994812,MythologyButt,Quotidian Brain-dead,a #bot by @BooDooPerson ... #butt,http://t.co/layLVuoxSP,180,4,7,Mon Nov 10 02:24:30 +0000 2014,2,FALSE,5265,en,"{u'contributors': None, u'truncated': False, u'text': u'A1817 \ndemilitarization \nof minx.', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841021484550242305, u'favorite_count': 0, u'source': u'<a href=""http://boodoo.co/whothefuck.html"" rel=""nofollow"">I am Thou</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'841021484550242305', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sun Mar 12 20:22:01 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",FALSE,FALSE,FALSE,Mythology Butt,1
2861842401,2861842401,worstvsworst,,"Comparing things people on Twitter think are the worst. RT to vote former, fav to vote latter. Bot by @robdubbin and @biocuriosity",,280,0,28,Wed Nov 05 03:48:56 +0000 2014,0,FALSE,6413,en,"{u'contributors': None, u'truncated': False, u'text': u'being lied to vs protein with water', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841016959491796993, u'favorite_count': 0, u'source': u'<a href=""https://twitter.com/worstvsworst"" rel=""nofollow"">the freaking worst</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'841016959491796993', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sun Mar 12 20:04:03 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",TRUE,FALSE,FALSE,worst vs worst,1
7.86E+17,7.86E+17,wizarding_names,The Wizarding World,"brand-new wizardly names hourly: bot by @aisamanra, idea by @WarrenIsDead: https://t.co/iDARozsM5X",,36,1,7,Wed Oct 12 22:45:23 +0000 2016,0,FALSE,3649,en,"{'created_at': 'Mon Mar 13 20:26:08 +0000 2017', 'id': 841384907473575938, 'id_str': '841384907473575938', 'text': 'Seventy-eight points from Slytherin, Yfostred Firma', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://gdritter.com/"" rel=""nofollow"">AndÌ_lakin</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,Wizarding Names,1
3105672877,3105672877,oldschoolflyers,NYC,Posting random flyers from hip hop's formative years every 6 hours. Most art by Buddy Esquire and Phase 2. Full collection at link. // a bot by @tinysubversions,http://t.co/2YPE0x0Knw,632,0,42,Tue Mar 24 00:55:10 +0000 2015,0,FALSE,2822,en,"{u'contributors': None, u'truncated': False, u'text': u'https://t.co/ISa3QCuq6d', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841004881578213377, u'favorite_count': 0, u'source': u'<a href=""http://tinysubversions.com"" rel=""nofollow"">oldschoolflyers</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/oldschoolflyers/status/841004881578213377/photo/1', u'display_url': u'pic.twitter.com/ISa3QCuq6d', u'url': u'https://t.co/ISa3QCuq6d', u'media_url_https': u'https://pbs.twimg.com/media/C6vZewaW0AAMLFI.jpg', u'id_str': u'841004877849481216', u'sizes': {u'large': {u'h': 564, u'resize': u'fit', u'w': 400}, u'small': {u'h': 564, u'resize': u'fit', u'w': 400}, u'medium': {u'h': 564, u'resize': u'fit', u'w': 400}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [0, 23], u'type': u'photo', u'id': 841004877849481216, u'media_url': u'http://pbs.twimg.com/media/C6vZewaW0AAMLFI.jpg'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'841004881578213377', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'und', u'created_at': u'Sun Mar 12 19:16:03 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None, u'extended_entities': {u'media': [{u'expanded_url': u'https://twitter.com/oldschoolflyers/status/841004881578213377/photo/1', u'display_url': u'pic.twitter.com/ISa3QCuq6d', u'url': u'https://t.co/ISa3QCuq6d', u'media_url_https': u'https://pbs.twimg.com/media/C6vZewaW0AAMLFI.jpg', u'id_str': u'841004877849481216', u'sizes': {u'large': {u'h': 564, u'resize': u'fit', u'w': 400}, u'small': {u'h': 564, u'resize': u'fit', u'w': 400}, u'medium': {u'h': 564, u'resize': u'fit', u'w': 400}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [0, 23], u'type': u'photo', u'id': 841004877849481216, u'media_url': u'http://pbs.twimg.com/media/C6vZewaW0AAMLFI.jpg'}]}}",TRUE,FALSE,FALSE,Old School Flyers,1
8.28E+17,8.28E+17,StarttCallaghan,,Twilight fan || obeswith the Stars  || I  Pewdiepie || Forks ‰ªÙ‰ö_ || volleyball,,1,30,0,Sat Feb 04 12:15:31 +0000 2017,98,FALSE,106,en,"{""created_at"": ""Mon Mar 13 02:56:53 +0000 2017"", ""hashtags"": [], ""id"": 841120852607287296, ""id_str"": ""841120852607287296"", ""lang"": ""en"", ""retweet_count"": 1032, ""retweeted_status"": {""created_at"": ""Thu Mar 09 15:32:38 +0000 2017"", ""favorite_count"": 4, ""hashtags"": [], ""id"": 839861494389035008, ""id_str"": ""839861494389035008"", ""lang"": ""en"", ""retweet_count"": 1032, ""source"": ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"", ""text"": ""Retweet! My new book is out today! The Conservative Playbook: A Quick Guide to Defeat Liberalism @seanhannity  https://t.co/iS9CBlH0xB"", ""urls"": [{""expanded_url"": ""https://www.amazon.com/dp/B06XH1VQ89/ref=cm_sw_r_tw_awdb_x_TtxWybKXE2QXS"", ""url"": ""https://t.co/iS9CBlH0xB""}], ""user_mentions"": [{""id"": 41634520, ""name"": ""Sean Hannity"", ""screen_name"": ""seanhannity""}]}, ""source"": ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"", ""text"": ""RT @chadashworth: Retweet! My new book is out today! The Conservative Playbook: A Quick Guide to Defeat Liberalism @seanhannity  https://t.\u2026"", ""urls"": [], ""user_mentions"": [{""id"": 506869952, ""name"": ""Chad"", ""screen_name"": ""chadashworth""}, {""id"": 41634520, ""name"": ""Sean Hannity"", ""screen_name"": ""seanhannity""}]}",TRUE,FALSE,FALSE,Startt Callaghan,1
2601553820,2601553820,TXTADVNT_EXE,1984,"TXTADVNT.EXE (v0.7) currently lacks interactivity. Inventory stolen from @YouAreCarrying, stolen by @_the_thief. / bot by @mattlaschneider",,371,5,45,Thu Jul 03 12:03:59 +0000 2014,1,FALSE,70202,en,"{u'contributors': None, u'truncated': False, u'text': u'C:\\RUN TXTADVNT.EXE https://t.co/BGyA1vifz2', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 803682559972540416, u'favorite_count': 1, u'source': u'<a href=""http://www.twitter.com/txtadvnt_exe"" rel=""nofollow"">TXTADVNT.EXE</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/TXTADVNT_EXE/status/803682559972540416/photo/1', u'display_url': u'pic.twitter.com/BGyA1vifz2', u'url': u'https://t.co/BGyA1vifz2', u'media_url_https': u'https://pbs.twimg.com/media/CydBButWIAQfmRi.jpg', u'id_str': u'803682556482822148', u'sizes': {u'large': {u'h': 1050, u'resize': u'fit', u'w': 1840}, u'small': {u'h': 388, u'resize': u'fit', u'w': 680}, u'medium': {u'h': 685, u'resize': u'fit', u'w': 1200}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [20, 43], u'type': u'photo', u'id': 803682556482822148, u'media_url': u'http://pbs.twimg.com/media/CydBButWIAQfmRi.jpg'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 4, u'id_str': u'803682559972540416', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'ht', u'created_at': u'Tue Nov 29 19:30:28 +0000 2016', u'in_reply_to_status_id_str': None, u'place': None, u'extended_entities': {u'media': [{u'expanded_url': u'https://twitter.com/TXTADVNT_EXE/status/803682559972540416/photo/1', u'display_url': u'pic.twitter.com/BGyA1vifz2', u'url': u'https://t.co/BGyA1vifz2', u'media_url_https': u'https://pbs.twimg.com/media/CydBButWIAQfmRi.jpg', u'id_str': u'803682556482822148', u'sizes': {u'large': {u'h': 1050, u'resize': u'fit', u'w': 1840}, u'small': {u'h': 388, u'resize': u'fit', u'w': 680}, u'medium': {u'h': 685, u'resize': u'fit', u'w': 1200}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [20, 43], u'type': u'photo', u'id': 803682556482822148, u'media_url': u'http://pbs.twimg.com/media/CydBButWIAQfmRi.jpg'}]}}",FALSE,FALSE,FALSE,TXT ADVENTURE [BETA],1
